0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000,-1.0000000
0.8217701,-1.3812797,-2.7541590,-2.9008341,1.8796214,2.4765334,0.6398147,1.3769794,0.2617500,2.6104345,1.8951213,-2.9835689
2.1444256,-2.7984865,1.3779327,-1.9460663,2.1790736,0.2487673,-1.2017287,-0.4638767,-2.8300819,-2.2543004,1.0237465,0.8831370
0.6923107,-0.6979347,2.9832597,2.8850121,1.1132519,0.9027557,1.1306804,-0.6664715,-2.1894209,1.3289300,0.1521259,-1.1385487
-0.0849878,2.3369269,2.6042612,-0.8532288,0.4291790,-1.0687836,0.5658002,-0.9725326,-0.6502860,2.3416462,-1.6370544,0.7391229
-2.4959080,1.9958649,1.7225899,-1.5637833,2.2589054,-2.6485918,-0.9832976,-2.0983231,-0.2979638,1.7779456,-1.6161468,-2.6878722
-0.5726889,-1.8089217,-2.4554818,0.4819943,-1.2078232,1.0319693,-1.8029073,2.6526787,-0.8093390,-2.3670282,0.7746489,2.5629272
-0.3577371,2.7275429,-0.0006251,-0.4486282,0.7212807,2.9705791,2.6936622,-0.2397292,1.5463731,-0.0154638,0.1758730,1.7147142
-0.5120649,1.4069015,1.2668573,2.5923581,-2.3104043,1.3740907,2.5645435,2.8075571,-2.9117622,2.1818407,2.8871703,2.7432611
-2.1074159,2.8357730,2.3396134,1.9342430,-0.1200725,-1.6057625,1.8112835,2.5411808,-1.4032184,0.2336064,-0.3434830,2.5861039
-2.7569358,1.3920372,0.6862395,-2.8298078,1.3153186,-2.9040496,1.5477060,0.0765523,2.5746253,-2.6035051,2.0479038,-2.5998600
-0.9341401,-0.4182076,2.7963724,0.3733911,-1.4468124,-1.5499457,2.3287098,-1.6447834,-2.2526717,-1.2700155,0.5167384,0.3245430
1.8582647,0.3628557,-1.2694727,-0.5226219,1.9087259,0.7590387,2.7544658,-0.7835735,0.3156691,0.5635452,2.0897472,-2.1271589
-0.5609380,2.4597538,-2.7415986,1.9362377,-0.5076958,1.9788239,-2.9402726,-0.8097231,-2.5282197,0.9156874,-1.3569055,1.2159125
2.6628087,-2.2390974,2.1886697,-2.6432152,-0.7153770,-0.4213556,-0.0669027,2.8587739,1.6541471,-1.1468558,-1.3809793,2.1787212
2.2878430,0.0642390,-0.9342256,2.9695041,-1.1043388,-1.9037257,2.2805886,1.8740124,1.0073364,2.7504818,2.5542874,1.4894910
2.1642084,-1.5171195,-2.1525207,1.0203711,1.2877113,-1.9976825,-0.6266564,2.4615345,0.3684046,0.4700155,-1.8352214,0.1561335
0.1406084,-2.4663861,2.8916562,0.4283736,-2.9615467,1.6358953,2.8695943,0.5392202,-1.0819101,-1.8749537,1.0351598,-1.8293556
0.4661274,0.6134350,2.7745385,-2.5664084,-0.0001631,1.4645848,-1.9366395,-0.6715996,-2.6226270,1.3552852,-2.4733927,-0.6294497
2.2411358,-0.1661980,2.4757316,1.5955027,2.4919438,-2.2355819,-2.5586226,-2.5780425,2.2131257,0.8044199,-0.0205698,-2.0187395
1.0424006,-1.0918957,1.2652792,-0.2378680,0.0448192,1.7379944,-2.4435272,0.4725510,-1.8165903,1.8488206,-0.0669238,2.9321721
-1.9023401,2.7781148,1.8055022,-0.1124370,1.8812044,0.6170934,0.9307264,2.4821446,-2.6083775,2.0099292,-0.7091113,-1.0467263
2.9641607,1.6871430,-0.0867892,-0.4642296,2.2651734,-2.4791107,1.2505126,1.7349278,1.7951783,-1.0662796,1.7798351,-1.6480293
-0.8261523,-0.4953113,0.2484599,-2.3243179,-0.5583132,-2.9981959,1.4662844,2.1112554,-2.1664100,1.2227147,1.9266186,2.8909700
